"Year","Difference between predicted and achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","-1 points","White","All","All","285","255","0.898","0"
"2013","-1 points","White","All","All","310","285","0.91","0"
"2014","-1 points","White","All","All","295","275","0.932","0"
"2015","-1 points","White","All","All","320","295","0.913","0"
"2016","-1 points","White","All","All","310","280","0.913","0"
"2017","-1 points","White","All","All","330","295","0.902","0"
"2018","-1 points","White","All","All","320","295","0.913","0"
"2019","-1 points","White","All","All","280","265","0.9390000000000001","0"
"2020","-1 points","White","All","All","285","265","0.933","0"
"2021","-1 points","White","All","All","330","300","0.921","0"
"2022","-1 points","White","All","All","350","325","0.926","0"
"2023","-1 points","White","All","All","350","335","0.9510000000000001","0"
"2010","-2 points","White","All","All","210","195","0.915","0"
"2011","-2 points","White","All","All","255","235","0.926","0"
"2012","-2 points","White","All","All","260","240","0.923","0"
"2013","-2 points","White","All","All","275","260","0.9380000000000001","0"
"2014","-2 points","White","All","All","260","230","0.899","0"
"2015","-2 points","White","All","All","285","265","0.93","0"
"2016","-2 points","White","All","All","260","240","0.919","0"
"2017","-2 points","White","All","All","255","240","0.937","0"
"2018","-2 points","White","All","All","260","245","0.9380000000000001","0"
"2019","-2 points","White","All","All","240","225","0.937","0"
"2020","-2 points","White","All","All","205","195","0.9420000000000001","0"
"2021","-2 points","White","All","All","195","185","0.9490000000000001","0"
"2022","-2 points","White","All","All","270","245","0.901","0"
"2023","-2 points","White","All","All","330","310","0.9510000000000001","0"
"2010","-3 points","White","All","All","215","190","0.893","0"
"2011","-3 points","White","All","All","215","200","0.926","0"
"2012","-3 points","White","All","All","175","160","0.925","0"
"2013","-3 points","White","All","All","200","185","0.926","0"
"2014","-3 points","White","All","All","240","225","0.933","0"
"2015","-3 points","White","All","All","220","195","0.895","0"
"2016","-3 points","White","All","All","195","175","0.912","0"
"2017","-3 points","White","All","All","220","200","0.904","0"
"2018","-3 points","White","All","All","205","185","0.903","0"
"2019","-3 points","White","All","All","195","185","0.9440000000000001","0"
"2020","-3 points","White","All","All","130","120","0.924","0"
"2021","-3 points","White","All","All","125","110","0.889","0"
"2022","-3 points","White","All","All","230","205","0.887","0"
"2023","-3 points","White","All","All","230","215","0.922","0"
"2010","-4 points","White","All","All","185","170","0.923","0"
"2011","-4 points","White","All","All","195","175","0.898","0"
"2012","-4 points","White","All","All","190","170","0.895","0"
"2013","-4 points","White","All","All","165","155","0.934","0"
"2014","-4 points","White","All","All","190","175","0.921","0"
"2015","-4 points","White","All","All","185","170","0.919","0"
"2016","-4 points","White","All","All","185","165","0.907","0"
"2017","-4 points","White","All","All","150","145","0.9540000000000001","0"
"2018","-4 points","White","All","All","185","170","0.914","0"
"2019","-4 points","White","All","All","175","155","0.884","0"
"2020","-4 points","White","All","All","100","90","0.889","0"
"2021","-4 points","White","All","All","105","100","0.962","0"
"2022","-4 points","White","All","All","185","170","0.929","0"
"2023","-4 points","White","All","All","215","200","0.934","0"
"2010","-5 points","White","All","All","130","120","0.93","0"
"2011","-5 points","White","All","All","110","100","0.91","0"
"2012","-5 points","White","All","All","130","105","0.809","0"
"2013","-5 points","White","All","All","160","145","0.9","0"
"2014","-5 points","White","All","All","130","115","0.871","0"
"2015","-5 points","White","All","All","145","130","0.91","0"
"2016","-5 points","White","All","All","125","115","0.927","0"
"2017","-5 points","White","All","All","125","115","0.919","0"
"2018","-5 points","White","All","All","145","130","0.903","0"
"2019","-5 points","White","All","All","145","135","0.9380000000000001","0"
"2020","-5 points","White","All","All","60","55","0.931","0"
"2021","-5 points","White","All","All","80","70","0.875","0"
"2022","-5 points","White","All","All","145","135","0.912","0"
"2023","-5 points","White","All","All","155","150","0.9490000000000001","0"
"2010","-6 points","White","All","All","95","80","0.871","0"
"2011","-6 points","White","All","All","105","90","0.874","0"
"2012","-6 points","White","All","All","115","105","0.921","0"
"2013","-6 points","White","All","All","90","80","0.876","0"
"2014","-6 points","White","All","All","95","80","0.871","0"
"2015","-6 points","White","All","All","95","85","0.875","0"
"2016","-6 points","White","All","All","100","85","0.888","0"
"2017","-6 points","White","All","All","85","80","0.929","0"
"2018","-6 points","White","All","All","90","80","0.92","0"
"2019","-6 points","White","All","All","85","75","0.871","0"
"2020","-6 points","White","All","All","40","40","0.9510000000000001","0"
"2021","-6 points","White","All","All","55","45","0.868","0"
"2022","-6 points","White","All","All","95","85","0.883","0"
"2023","-6 points","White","All","All","90","90","0.9570000000000001","0"
"2010","Less than -6 points","White","All","All","200","180","0.901","0"
"2011","Less than -6 points","White","All","All","165","150","0.892","0"
"2012","Less than -6 points","White","All","All","175","155","0.864","0"
"2013","Less than -6 points","White","All","All","200","180","0.895","0"
"2014","Less than -6 points","White","All","All","205","180","0.887","0"
"2015","Less than -6 points","White","All","All","190","160","0.841","0"
"2016","Less than -6 points","White","All","All","180","160","0.883","0"
"2017","Less than -6 points","White","All","All","195","170","0.853","0"
"2018","Less than -6 points","White","All","All","190","175","0.906","0"
"2019","Less than -6 points","White","All","All","180","150","0.844","0"
"2020","Less than -6 points","White","All","All","65","55","0.889","0"
"2021","Less than -6 points","White","All","All","135","120","0.883","0"
"2022","Less than -6 points","White","All","All","170","155","0.906","0"
"2023","Less than -6 points","White","All","All","155","150","0.9490000000000001","0"
"2012","0 points","Black","All","All","5","5"," ","0"
"2013","0 points","Black","All","All","5","5"," ","0"
"2016","0 points","Black","All","All","5","5"," ","0"
"2017","0 points","Black","All","All","5","5"," ","0"
"2018","0 points","Black","All","All","5","5"," ","0"
"2019","0 points","Black","All","All","5","5"," ","0"
"2020","0 points","Black","All","All","15","15","1","0"
"2021","0 points","Black","All","All","20","20","0.9470000000000001","0"
"2022","0 points","Black","All","All","10","10","1","0"
"2023","0 points","Black","All","All","15","15","1","0"
"2018","1 points","Black","All","All","5","5"," ","0"
"2023","1 points","Black","All","All","5","5"," ","0"
"2011","-1 points","Black","All","All","5","5"," ","0"
"2012","-1 points","Black","All","All","5","0"," ","0"
"2013","-1 points","Black","All","All","5","5"," ","0"
"2014","-1 points","Black","All","All","5","5"," ","0"
"2016","-1 points","Black","All","All","5","5"," ","0"
"2017","-1 points","Black","All","All","5","5"," ","0"
"2018","-1 points","Black","All","All","5","5"," ","0"
"2020","-1 points","Black","All","All","15","10","0.846","0"
"2021","-1 points","Black","All","All","10","5"," ","0"
"2022","-1 points","Black","All","All","10","10"," ","0"
"2023","-1 points","Black","All","All","15","15","0.933","0"
"2019","-2 points","Black","All","All","5","5"," ","0"
"2020","-2 points","Black","All","All","5","0"," ","0"
"2021","-2 points","Black","All","All","5","0"," ","0"
"2022","-2 points","Black","All","All","10","5"," ","0"
"2023","-2 points","Black","All","All","10","10","1","0"
"2016","-3 points","Black","All","All","5","0"," ","0"
"2018","-3 points","Black","All","All","5","5"," ","0"
"2019","-3 points","Black","All","All","5","5"," ","0"
"2020","-3 points","Black","All","All","5","5"," ","0"
"2021","-3 points","Black","All","All","5","5"," ","0"
"2022","-3 points","Black","All","All","5","5"," ","0"
"2023","-3 points","Black","All","All","10","10","0.917","0"
"2015","-4 points","Black","All","All","5","5"," ","0"
"2018","-4 points","Black","All","All","5","5"," ","0"
"2020","-4 points","Black","All","All","5","5"," ","0"
"2021","-4 points","Black","All","All","5","5"," ","0"
"2022","-4 points","Black","All","All","5","0"," ","0"
"2023","-4 points","Black","All","All","15","15","1","0"
"2019","-5 points","Black","All","All","5","5"," ","0"
"2023","-5 points","Black","All","All","5","5"," ","0"
"2022","-6 points","Black","All","All","5","5"," ","0"
"2023","-6 points","Black","All","All","5","5"," ","0"
"2016","Less than -6 points","Black","All","All","5","5"," ","0"
"2017","Less than -6 points","Black","All","All","5","5"," ","0"
"2018","Less than -6 points","Black","All","All","10","10"," ","0"
"2022","Less than -6 points","Black","All","All","5","5"," ","0"
"2023","Less than -6 points","Black","All","All","5","5"," ","0"
"2010","0 points","Asian","All","All","30","25","0.862","0"
"2011","0 points","Asian","All","All","30","25","0.862","0"
"2012","0 points","Asian","All","All","25","25","0.885","0"
"2013","0 points","Asian","All","All","35","25","0.73","0"
"2014","0 points","Asian","All","All","40","40","0.974","0"
"2015","0 points","Asian","All","All","50","45","0.9390000000000001","0"
"2016","0 points","Asian","All","All","70","65","0.928","0"
"2017","0 points","Asian","All","All","50","45","0.917","0"
"2018","0 points","Asian","All","All","55","55","0.964","0"
"2019","0 points","Asian","All","All","70","65","0.9560000000000001","0"
"2020","0 points","Asian","All","All","125","115","0.898","0"
"2021","0 points","Asian","All","All","125","110","0.864","0"
"2022","0 points","Asian","All","All","120","110","0.917","0"
"2023","0 points","Asian","All","All","115","115","0.966","0"
"2013","1 points","Asian","All","All","5","5"," ","0"
"2014","1 points","Asian","All","All","5","5"," ","0"
"2015","1 points","Asian","All","All","5","5"," ","0"
"2016","1 points","Asian","All","All","5","5"," ","0"
"2017","1 points","Asian","All","All","5","5"," ","0"
"2019","1 points","Asian","All","All","5","5"," ","0"
"2020","1 points","Asian","All","All","10","10","0.917","0"
"2021","1 points","Asian","All","All","10","10"," ","0"
"2022","1 points","Asian","All","All","10","10"," ","0"
"2023","1 points","Asian","All","All","10","10","1","0"
"2016","2 points","Asian","All","All","5","0"," ","0"
"2020","2 points","Asian","All","All","5","5"," ","0"
"2021","2 points","Asian","All","All","5","5"," ","0"
"2022","2 points","Asian","All","All","5","5"," ","0"
"2010","-1 points","Asian","All","All","15","15","0.933","0"
"2011","-1 points","Asian","All","All","15","10","0.714","0"
"2012","-1 points","Asian","All","All","15","10","0.857","0"
"2013","-1 points","Asian","All","All","15","10","0.923","0"
"2014","-1 points","Asian","All","All","20","20","0.9500000000000001","0"
"2015","-1 points","Asian","All","All","25","20","0.8260000000000001","0"
"2016","-1 points","Asian","All","All","20","20","0.9500000000000001","0"
"2017","-1 points","Asian","All","All","30","25","0.929","0"
"2018","-1 points","Asian","All","All","30","30","0.9380000000000001","0"
"2019","-1 points","Asian","All","All","35","35","0.972","0"
"2020","-1 points","Asian","All","All","40","35","0.85","0"
"2021","-1 points","Asian","All","All","35","30","0.914","0"
"2022","-1 points","Asian","All","All","45","40","0.891","0"
"2023","-1 points","Asian","All","All","50","45","0.918","0"
"2010","-2 points","Asian","All","All","5","5"," ","0"
"2011","-2 points","Asian","All","All","20","15","0.895","0"
"2012","-2 points","Asian","All","All","15","10"," ","0"
"2013","-2 points","Asian","All","All","15","15","0.933","0"
"2014","-2 points","Asian","All","All","20","15","0.833","0"
"2015","-2 points","Asian","All","All","25","20","0.833","0"
"2016","-2 points","Asian","All","All","20","15","0.75","0"
"2017","-2 points","Asian","All","All","15","15","0.8240000000000001","0"
